Holidays and Observances in United States in 2017,,,,
9-Oct,Monday,Columbus Day,Federal Holiday,"All except AK, AR, CA, DE, FL, HI, MI, MN, ND, NM, NV, OR, SD, TX, VT, WA, WY"
9-Oct,Monday,Native Americans' Day,Local observance,South Dakota
9-Oct,Monday,Indigenous People's Day,Local observance,"AK, CA**, MN**, NM, VT, WA**"
,,,,
11-Oct,Wednesday,Last Day of Sukkot,Jewish holiday,
,,,,
,,,,
12-Oct,Thursday,Shmini Atzeret,Jewish holiday,
,,,,
13-Oct,Friday,Simchat Torah,Jewish holiday,
,,,,
13-Oct,Friday,Navy Birthday,Observance,
,,,,
15-Oct,Sunday,White Cane Safety Day,Observance,
,,,,
16-Oct,Monday,Boss's Day,Observance,
,,,,
18-Oct,Wednesday,Alaska Day,State holiday,Alaska
18-Oct,Wednesday,Diwali/Deepavali,"Observance, Hinduism",
21-Oct,Saturday,Sweetest Day,Observance,13 states
,,,,
,,,,
,,,,
27-Oct,Friday,Nevada Day,State holiday,Nevada
,,,,
,,,,
31-Oct,Tuesday,Halloween,Observance,
,,,,
1-Nov,Wednesday,All Saints' Day,Christian,
,,,,
2-Nov,Thursday,All Souls' Day,Christian,
,,,,
5-Nov,Sunday,Daylight Saving Time ends,Clock change/Daylight Saving Time,
5-Nov,Sunday,New York City Marathon,Sporting event,
,,,,
7-Nov,Tuesday,Election Day,State holiday,"New Jersey, Virginia"
,,,,
10-Nov,Friday,Marine Corps Birthday,Observance,
10-Nov,Friday,Veterans Day observed,Federal Holiday,
11-Nov,Saturday,Veterans Day,Federal Holiday,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
23-Nov,Thursday,Thanksgiving Day,Federal Holiday,
24-Nov,Friday,State Holiday,State holiday,Georgia
24-Nov,Friday,Presidents' Day,State holiday,New Mexico
24-Nov,Friday,Lincoln's Birthday/Lincoln's Day,State holiday,Indiana
24-Nov,Friday,Day After Thanksgiving,State holiday,20 states
24-Nov,Friday,Family Day,State holiday,Nevada
24-Nov,Friday,Acadian Day,State holiday,Louisiana
24-Nov,Friday,Black Friday,Observance,
24-Nov,Friday,American Indian Heritage Day,State holiday,Maryland
,,,,
27-Nov,Monday,Cyber Monday,Observance,
,,,,
,,,,
1-Dec,Friday,The Prophet's Birthday,Muslim,
,,,,
1-Dec,Friday,Rosa Parks Day,Local observance,"Ohio, Oregon"
,,,,
3-Dec,Sunday,First Sunday of Advent,Christian,
,,,,
,,,,
,,,,
6-Dec,Wednesday,St Nicholas Day,Observance,
,,,,
7-Dec,Thursday,Pearl Harbor Remembrance Day,Observance,
8-Dec,Friday,Feast of the Immaculate Conception,Christian,
,,,,
,,,,
,,,,
,,,,
12-Dec,Tuesday,Feast of Our Lady of Guadalupe,Christian,
13-Dec,Wednesday,Chanukah/Hanukkah (first day),Jewish holiday,
13-Dec,Wednesday,National Guard Birthday,Observance,
15-Dec,Friday,Bill of Rights Day,Observance,
17-Dec,Sunday,Pan American Aviation Day,Observance,
17-Dec,Sunday,Wright Brothers Day,Observance,
,,,,
,,,,
20-Dec,Wednesday,Last Day of Chanukah,Jewish holiday,
,,,,
21-Dec,Thursday,December Solstice,Season,
24-Dec,Sunday,Christmas Eve,"Observance, Christian",
24-Dec,Sunday,Christmas Eve,State holiday,"KS**, KY, MI, NC, ND, OK, SC, TX, VA**, WI"
25-Dec,Monday,Christmas Day,Federal Holiday,
25-Dec,Monday,Christmas Eve observed,State holiday,"KS**, KY, MI, NC, ND, OK, SC, TX, VA**, WI"
26-Dec,Tuesday,Kwanzaa (first day),Observance,
26-Dec,Tuesday,Day After Christmas Day,State holiday,"KS, NC, SC, TX"
26-Dec,Tuesday,Washington's Birthday,State holiday,"Georgia, Indiana"
31-Dec,Sunday,New Year's Eve,State holiday,"LA, MI, WI"
31-Dec,Sunday,New Year's Eve,Observance,
